CustomerID,Recency,Frequency,Monetary,PCA-1,PCA-2,Cluster,TSNE-1,TSNE-2,TSNE-3
12346.0,325,1,77183.6,4.106623311276744,5.433579403001382,3,18.267033,1.4301432,-4.9737
12347.0,1,7,4310.0,0.7424105574712968,-0.6713004179769777,0,18.152157,0.2930308,6.1147785
12348.0,74,4,1797.24,0.02480233631812001,-0.17495399705533785,0,2.9442093,-3.1002975,3.7667174
12349.0,18,1,1757.55,-0.028036348853123023,-0.7351238307718325,0,-7.4895816,-17.057236,-11.531345
12350.0,309,1,334.4,-1.2354657626817025,1.8349456040199612,1,4.730758,16.435036,11.453914
12352.0,35,8,2506.04,0.57391416251006,-0.4274545548628765,0,12.510135,3.2894416,8.092916
12353.0,203,1,89.0,-0.8493458718414512,0.8644419827491501,1,1.814337,11.661113,-13.303034
12354.0,231,1,1079.4,-0.8862659742399086,1.1623993379629538,1,-2.888423,20.149982,-8.242907
12355.0,213,1,459.4,-0.8613585134575237,0.9716052242729929,1,1.5092477,14.642817,-11.5902195
12356.0,22,3,2811.43,0.2062703077266312,-0.6172238891667756,0,0.513226,-15.448041,1.6463443
12357.0,32,1,6207.67,0.23155901418228128,-0.40840053016069705,0,13.724128,-3.6509912,0.09313731
12358.0,1,2,1168.06,0.08292773710321667,-0.8983305061703304,0,6.4571404,-19.462221,-5.98878
12359.0,57,4,6372.58,0.4111690275245047,-0.12320406597081929,0,13.058845,-2.0844095,1.4297389
12360.0,51,3,2662.06,0.08541189666871082,-0.36143918095489913,0,-1.4286364,-9.218258,6.8524275
12361.0,286,1,189.9,-1.1581006717892421,1.6202634847155137,1,-3.2129867,14.209371,10.879802
12362.0,2,10,5226.23,1.0661727717817706,-0.5695771878804767,0,16.724812,6.0340385,3.457638
12363.0,109,2,552.0,-0.3713689486024474,0.051560107714266355,0,-9.425327,1.6234052,7.545932
12364.0,7,4,1313.1,0.24572649084914538,-0.8031729551597294,0,15.060549,-8.101463,-6.03361
12365.0,290,2,641.38,-1.0538634616409945,1.6939253785176083,1,0.11716545,16.979727,5.753934
12367.0,3,1,168.9,-0.08264721097036712,-0.9422967074787544,0,-7.273555,-22.65647,-6.2285275
12370.0,50,4,3545.69,0.23905896296268794,-0.3136135570576513,0,9.103289,-4.302342,0.77020824
12371.0,44,2,1887.96,-0.03009128324290807,-0.4767554197034496,0,-6.108103,-10.348223,2.0658092
12372.0,71,3,1298.04,-0.08659529188372925,-0.24170890652629287,0,-1.1617713,-5.7685137,9.7475
12373.0,310,1,364.6,-1.237147921281975,1.8453545203812014,1,5.0592647,16.623198,11.290074
12374.0,24,1,742.9300000000001,-0.12220286589983727,-0.7264136637162486,0,-6.4164715,-14.088911,-14.370823
12375.0,10,2,457.5,-0.0012776933353339176,-0.8488001299290537,0,5.5244617,-16.164745,-10.872565
12377.0,314,2,1628.12,-1.075819260845203,1.9555116514230775,1,4.0300655,17.675514,7.3468614
12378.0,129,1,4008.62,-0.29217222442590957,0.3707781746443606,0,-2.9224257,-3.33321,5.04925
12379.0,81,2,852.24,-0.24370884644981347,-0.188392453411621,0,-10.531964,-4.8079967,10.702974
12380.0,21,4,2724.81,0.2917027791207994,-0.6130038806725845,0,12.315674,-6.358213,-1.8248156
12381.0,4,5,1845.31,0.38227736271497087,-0.7892443767596066,0,15.225453,-11.915657,2.7229784
12383.0,184,5,1850.56,-0.30232660533108224,0.8402882200543708,1,2.9747617,7.786927,0.70282656
12384.0,28,2,585.27,-0.060791977150476476,-0.6801281415365383,0,-2.561889,-9.918068,-5.228193
12386.0,337,2,401.9,-1.249554472346854,2.1085899684649343,1,5.377393,20.328335,5.845775
12388.0,15,6,2780.66,0.4938957941968455,-0.6304745419883513,0,16.38559,-4.6070957,6.283991
12390.0,79,1,549.84,-0.3450756195850366,-0.2372509994446546,0,-20.103071,-4.2604914,0.81061476
12391.0,21,1,460.89,-0.13061580988528126,-0.7662442355392252,0,-7.77415,-15.016991,-14.927647
12393.0,71,4,1582.6000000000001,0.021128030514842615,-0.2117554336264041,0,2.9228761,-3.2462308,3.2755158
12394.0,63,2,1272.48,-0.14566605951584136,-0.33243541495844803,0,-9.410029,-9.260282,8.022377
12395.0,18,12,3018.63,1.025512276855738,-0.4896370549359731,0,12.846013,9.420688,1.9119877
12397.0,35,2,2409.9,0.040852990906024386,-0.5347628803841228,0,-0.93522346,-12.492365,-1.7331663
12398.0,45,1,1635.6599999999999,-0.13935193346051677,-0.49620739436347827,0,-14.613457,-1.3181602,-11.873568
12399.0,118,4,1108.65,-0.19104767595618857,0.19237145094235486,0,0.13600953,3.2540789,5.9258866
12401.0,302,1,84.3,-1.2264115025932967,1.7603439085677,1,2.3107133,15.24552,12.261211
12402.0,322,1,225.6,-1.2925853554131104,1.9477272672308126,1,7.9673257,20.01827,8.951247
12403.0,49,1,427.7,-0.23950064013068095,-0.5142897371874823,0,-14.306888,0.4733908,-14.958338
12405.0,148,1,1710.39,-0.5260547662929204,0.43947091907553176,1,-10.620669,7.115834,-4.461578
12406.0,21,2,3415.3,0.1648145325527188,-0.6163006031094718,0,1.1264479,-15.036614,-0.27920774
12407.0,49,5,1708.1200000000001,0.20138878561702542,-0.38808589825682016,0,8.038943,-4.4962487,6.4600205
12408.0,32,5,2888.55,0.3490722401614046,-0.4889122514165598,0,11.345368,-6.217465,4.303306
12409.0,78,3,11072.67,0.5739840018140827,0.26095049784106894,0,14.043666,-0.59956604,1.0037711
12410.0,308,2,693.3299999999999,-1.1187083618800524,1.8591898144650223,1,2.956937,17.756105,6.926995
12412.0,74,3,1226.88,-0.10301449932174576,-0.21775208204715515,0,-1.2262672,-5.063159,9.814402
12413.0,66,3,758.1,-0.10552939405405758,-0.3112334863277201,0,-1.1048234,-6.9891586,11.350048
12414.0,216,3,562.41,-0.6900985115590299,1.037718891172947,1,3.248998,11.472468,-2.3086035
12415.0,23,21,124914.53,10.365976217696671,5.188428423692516,2,19.49238,1.3774285,-5.899753
12417.0,2,9,3649.1,0.8675737586543701,-0.6576221942011633,0,17.535263,6.8119183,6.433127
12418.0,112,1,668.58,-0.4623058580616281,0.06678987738664979,0,-16.7271,5.81809,4.025266
12420.0,63,1,600.39,-0.28063514533778144,-0.37980551670363094,0,-19.11339,-1.9502624,-7.540765
12421.0,15,4,807.04,0.17970408520307035,-0.753503453089436,0,11.62096,-6.932349,-8.426157
12422.0,95,3,803.5600000000001,-0.2126900472925193,-0.04669259976080374,0,-2.2335546,-0.71580046,9.299621
12423.0,0,8,1859.31,0.6616342400329043,-0.7733280025834397,0,18.410013,5.109998,10.881193
12424.0,162,2,1760.96,-0.4880580763406701,0.5856313316840955,1,-3.4901621,4.106197,-1.7459682
12425.0,77,1,777.2,-0.32147998898241115,-0.2451361324625411,0,-19.439756,-3.8276222,-0.39968166
12426.0,194,1,582.73,-0.7803849357209891,0.8051666896433077,1,0.5598753,9.037616,-13.33836
12427.0,21,3,825.8,0.07047360489435142,-0.7155150302408217,0,-2.1655388,-19.91463,4.3338013
12428.0,25,9,7956.46,1.0828835541567756,-0.25585007527108483,0,15.797553,3.4854515,2.3378825
12429.0,8,4,3750.4,0.4132783970603449,-0.6845825630585264,0,14.605484,-6.677714,-0.55371016
12430.0,42,1,256.4,-0.22490625112899965,-0.5853499510692602,0,-9.580146,-1.4986832,-17.393446
12431.0,35,15,6487.45,1.4678509100573123,-0.12836727286746577,3,12.468026,6.7738605,-2.2035806
12432.0,42,5,5059.32,0.4636367799107215,-0.3008355939656864,0,12.927699,-3.5061216,2.3439984
12433.0,0,7,13375.87,1.383602873484922,-0.2729077573227286,0,15.553806,1.5234234,0.17123656
12434.0,84,2,806.14,-0.2583661804034814,-0.16330936588481448,0,-10.5100355,-3.9792898,10.727237
